question,answer
"I have these symptoms: restlessness, obesity, lethargy, increased appetite, weight loss, excessive hunger, irregular sugar level, blurred and distorted vision, and polyuria. What do I have?",Diabetes 
"I am experiencing excessive hunger, irregular sugar level, polyuria, restlessness, increased appetite, lethargy, fatigue, obesity, and blurred and distorted vision. What condition does this match?",Diabetes 
"My symptoms are blurred and distorted vision, weight loss, lethargy, irregular sugar level, increased appetite, excessive hunger, obesity, polyuria, and fatigue. What could this be?",Diabetes 
"I am experiencing blurred and distorted vision, excessive hunger, restlessness, fatigue, weight loss, polyuria, irregular sugar level, obesity, and increased appetite. What condition does this match?",Diabetes 
"I have these symptoms: excessive hunger, lethargy, restlessness, increased appetite, blurred and distorted vision, weight loss, fatigue, polyuria, and obesity. What do I have?",Diabetes 
"I am experiencing irregular sugar level, increased appetite, restlessness, fatigue, weight loss, obesity, excessive hunger, polyuria, and lethargy. What condition does this match?",Diabetes 
"I have these symptoms: fatigue, restlessness, weight loss, lethargy, polyuria, irregular sugar level, blurred and distorted vision, excessive hunger, and increased appetite. What do I have?",Diabetes 
"I have these symptoms: weight loss, fatigue, irregular sugar level, polyuria, lethargy, increased appetite, obesity, blurred and distorted vision, and restlessness. What do I have?",Diabetes 
"My symptoms are dehydration, sunken eyes, diarrhoea, and vomiting. What could this be?",Gastroenteritis
"I am experiencing sunken eyes, diarrhoea, dehydration, and vomiting. What condition does this match?",Gastroenteritis
"I am experiencing diarrhoea, dehydration, and sunken eyes. What condition does this match?",Gastroenteritis
"My symptoms are vomiting, diarrhoea, and dehydration. What could this be?",Gastroenteritis
"My symptoms are sunken eyes, vomiting, and diarrhoea. What could this be?",Gastroenteritis
"My symptoms are dehydration, sunken eyes, and vomiting. What could this be?",Gastroenteritis
"I am experiencing vomiting, diarrhoea, dehydration, and sunken eyes. What condition does this match?",Gastroenteritis
"I have these symptoms: diarrhoea, dehydration, and sunken eyes. What do I have?",Gastroenteritis
"My symptoms are dehydration, diarrhoea, and vomiting. What could this be?",Gastroenteritis
"I am experiencing vomiting, diarrhoea, and sunken eyes. What condition does this match?",Gastroenteritis
"I have these symptoms: fatigue, mucoid sputum, high fever, breathlessness, cough, and family history. What do I have?",Bronchial Asthma
"I have these symptoms: high fever, cough, mucoid sputum, breathlessness, and family history. What do I have?",Bronchial Asthma
"My symptoms are high fever, fatigue, breathlessness, family history, and mucoid sputum. What could this be?",Bronchial Asthma
"I have these symptoms: breathlessness, mucoid sputum, family history, cough, and fatigue. What do I have?",Bronchial Asthma
"My symptoms are cough, fatigue, high fever, mucoid sputum, and family history. What could this be?",Bronchial Asthma
"I have these symptoms: breathlessness, cough, fatigue, high fever, and mucoid sputum. What do I have?",Bronchial Asthma
"I am experiencing high fever, breathlessness, fatigue, cough, and family history. What condition does this match?",Bronchial Asthma
"My symptoms are fatigue, mucoid sputum, breathlessness, family history, cough, and high fever. What could this be?",Bronchial Asthma
"I am experiencing mucoid sputum, breathlessness, cough, high fever, and family history. What condition does this match?",Bronchial Asthma
"My symptoms are high fever, fatigue, mucoid sputum, family history, and breathlessness. What could this be?",Bronchial Asthma
"I have these symptoms: loss of balance, dizziness, headache, lack of concentration, and chest pain. What do I have?",Hypertension 
"I am experiencing dizziness, chest pain, loss of balance, and lack of concentration. What condition does this match?",Hypertension 
"I have these symptoms: headache, loss of balance, dizziness, and lack of concentration. What do I have?",Hypertension 
"I am experiencing loss of balance, chest pain, headache, and lack of concentration. What condition does this match?",Hypertension 
"My symptoms are lack of concentration, chest pain, dizziness, and headache. What could this be?",Hypertension 
"I have these symptoms: chest pain, headache, loss of balance, and dizziness. What do I have?",Hypertension 
"I am experiencing chest pain, lack of concentration, headache, loss of balance, and dizziness. What condition does this match?",Hypertension 
"My symptoms are chest pain, dizziness, lack of concentration, and loss of balance. What could this be?",Hypertension 
"My symptoms are lack of concentration, loss of balance, headache, and dizziness. What could this be?",Hypertension 
"I have these symptoms: lack of concentration, headache, chest pain, and loss of balance. What do I have?",Hypertension 
"I have these symptoms: excessive hunger, visual disturbances, blurred and distorted vision, acidity, stiff neck, indigestion, headache, depression, and irritability. What do I have?",Migraine
"My symptoms are indigestion, blurred and distorted vision, visual disturbances, headache, depression, excessive hunger, irritability, and stiff neck. What could this be?",Migraine
"I have these symptoms: excessive hunger, headache, acidity, blurred and distorted vision, visual disturbances, irritability, depression, and stiff neck. What do I have?",Migraine
"I have these symptoms: irritability, excessive hunger, acidity, blurred and distorted vision, stiff neck, indigestion, depression, and visual disturbances. What do I have?",Migraine
"I am experiencing visual disturbances, indigestion, excessive hunger, stiff neck, headache, acidity, irritability, and depression. What condition does this match?",Migraine
"I have these symptoms: headache, stiff neck, visual disturbances, indigestion, depression, irritability, acidity, and blurred and distorted vision. What do I have?",Migraine
"I am experiencing indigestion, blurred and distorted vision, depression, excessive hunger, irritability, headache, visual disturbances, and acidity. What condition does this match?",Migraine
"I have these symptoms: irritability, indigestion, acidity, visual disturbances, stiff neck, headache, blurred and distorted vision, and excessive hunger. What do I have?",Migraine
"I am experiencing indigestion, excessive hunger, depression, headache, acidity, visual disturbances, stiff neck, and blurred and distorted vision. What condition does this match?",Migraine
"I have these symptoms: blurred and distorted vision, acidity, stiff neck, headache, indigestion, irritability, excessive hunger, and depression. What do I have?",Migraine
"My symptoms are dizziness, back pain, loss of balance, weakness in limbs, and neck pain. What could this be?",Cervical spondylosis
"I am experiencing loss of balance, weakness in limbs, neck pain, dizziness, and back pain. What condition does this match?",Cervical spondylosis
"My symptoms are loss of balance, neck pain, dizziness, and weakness in limbs. What could this be?",Cervical spondylosis
"I am experiencing dizziness, neck pain, loss of balance, and back pain. What condition does this match?",Cervical spondylosis
"My symptoms are weakness in limbs, loss of balance, back pain, and dizziness. What could this be?",Cervical spondylosis
"My symptoms are neck pain, weakness in limbs, loss of balance, and back pain. What could this be?",Cervical spondylosis
"I have these symptoms: neck pain, dizziness, weakness in limbs, and back pain. What do I have?",Cervical spondylosis
"I have these symptoms: weakness in limbs, back pain, neck pain, dizziness, and loss of balance. What do I have?",Cervical spondylosis
"I am experiencing loss of balance, weakness in limbs, neck pain, and dizziness. What condition does this match?",Cervical spondylosis
"My symptoms are neck pain, back pain, loss of balance, and dizziness. What could this be?",Cervical spondylosis
"My symptoms are weakness of one body side, altered sensorium, vomiting, and headache. What could this be?",Paralysis (brain hemorrhage)
"I have these symptoms: headache, weakness of one body side, vomiting, and altered sensorium. What do I have?",Paralysis (brain hemorrhage)
"I am experiencing altered sensorium, headache, and weakness of one body side. What condition does this match?",Paralysis (brain hemorrhage)
"I have these symptoms: altered sensorium, vomiting, and weakness of one body side. What do I have?",Paralysis (brain hemorrhage)
"I am experiencing vomiting, headache, and altered sensorium. What condition does this match?",Paralysis (brain hemorrhage)
"I am experiencing weakness of one body side, headache, and vomiting. What condition does this match?",Paralysis (brain hemorrhage)
"I have these symptoms: vomiting, headache, altered sensorium, and weakness of one body side. What do I have?",Paralysis (brain hemorrhage)
"My symptoms are altered sensorium, headache, and weakness of one body side. What could this be?",Paralysis (brain hemorrhage)
"I am experiencing altered sensorium, weakness of one body side, and vomiting. What condition does this match?",Paralysis (brain hemorrhage)
"My symptoms are headache, vomiting, and altered sensorium. What could this be?",Paralysis (brain hemorrhage)
